,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq32,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41,knowcode
8974,4,6,3,3,5,6,2,2,2,2,3,3,5,6,4,5,5,6,4,5,1,0,2,2,3,4,2,2,3,3,2,2,1,0,1,0,4,5,1,0,3,3,1,0,3,3,4,5,4,5,5,6,3,3,3,4,2,2,3,3,4,5,4,5,2,2,3,4,2,3,3,3,2,2,3,4,2,2,2,2,1,0,15,2,5,2,없음,없음,없음,1,4,2,4,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,1,3,1,0.0,2,2,1,1,2,2,2,2,4,4,4,4,2,없음,2,1,30,3,없음,1,1,1,2500,155501
8975,4,6,4,6,4,6,1,0,2,3,4,6,4,6,4,6,4,6,5,7,4,5,4,6,4,6,4,6,5,7,1,0,1,0,1,0,4,6,1,0,1,0,3,4,3,4,2,2,3,4,4,6,3,4,3,4,4,6,4,6,4,6,3,4,4,6,4,6,4,6,4,6,4,6,3,4,4,6,4,6,3,4,6,2,4,2,없음,없음,없음,1,3,3,5,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,3,6,5.0,2,2,2,2,2,2,2,2,4,5,4,4,4,학생,3,1,38,5,전기,1,1,1,5000,26201
8976,3,5,4,5,3,4,3,4,4,4,4,5,3,4,4,5,3,3,3,3,2,3,2,3,3,4,2,3,2,3,4,4,3,4,3,4,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,1,0,2,3,2,3,2,3,1,0,2,3,2,3,2,3,2,4,1,0,1,0,1,0,2,3,15,2,4,2,없음,없음,없음,2,0,3,2,4,3,3,4,3,3,3,4,4,4,4,4,4,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,1,10.0,2,2,2,2,2,2,2,2,3,4,3,3,2,없음,3,1,49,2,기계,1,1,1,3000,561301
8977,3,4,3,4,3,5,3,4,3,4,3,4,4,5,4,5,4,5,4,5,3,3,2,4,5,5,4,4,3,4,3,3,1,0,1,0,4,4,1,0,4,5,1,0,2,3,4,5,3,4,3,4,2,3,3,4,2,2,1,0,4,4,3,4,3,4,3,3,2,3,3,4,3,3,2,2,3,4,4,5,3,5,6,1,3,1,건축,없음,없음,1,6,3,5,3,3,3,3,3,3,3,4,4,4,4,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,3,5,10.0,2,2,2,2,2,2,2,2,3,3,3,3,3,없음,2,1,39,4,토목,1,1,1,5300,16101
8978,1,0,3,4,3,5,5,6,4,6,4,5,4,5,2,3,4,5,4,5,2,3,3,4,2,3,3,4,3,4,5,6,4,6,3,3,1,0,3,4,4,6,4,5,1,0,2,3,2,4,4,5,2,2,5,6,4,5,5,5,4,5,3,4,4,5,4,5,1,0,1,0,1,0,1,0,1,0,1,0,3,5,9,1,1,2,없음,없음,없음,2,0,5,2,3,3,3,5,5,4,3,3,3,3,4,2,2,2,3,3,4,4,3,4,3,4,3,2,2,2,3,4,2,30.0,2,2,1,2,2,2,2,2,4,4,3,4,3,없음,4,2,55,1,없음,2,5,0,2500,871201
8979,3,4,2,3,1,0,3,4,2,3,1,0,3,3,3,3,3,4,3,4,1,0,3,3,3,3,2,2,3,2,3,4,3,4,2,3,3,4,3,3,3,3,3,3,3,3,3,3,1,0,3,3,2,2,2,2,1,0,1,0,2,2,1,0,2,2,3,3,1,0,1,0,1,0,1,0,3,3,1,0,1,0,13,1,2,1,전기,없음,없음,2,0,3,4,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,3,2,5,30.0,2,1,1,2,2,2,2,2,4,4,4,4,2,없음,3,1,44,4,전기,1,1,1,3800,153104
8980,4,4,4,4,3,3,2,2,3,3,2,2,2,2,3,3,3,4,4,4,1,0,1,0,2,2,2,2,3,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,2,2,2,1,0,1,0,2,2,2,2,3,3,2,2,3,3,2,2,1,0,3,3,3,3,3,3,13,1,3,2,없음,없음,없음,2,0,1,2,3,2,2,5,3,4,3,4,3,4,4,3,3,3,4,2,4,3,3,5,2,4,4,2,4,3,2,3,3,10.0,2,2,2,2,2,2,2,2,4,3,3,3,2,없음,3,2,38,4,경영,2,5,0,6000,13902
8981,4,6,4,6,4,6,1,0,1,0,4,5,3,4,4,5,4,6,3,4,5,7,3,4,4,6,4,6,4,6,1,0,1,0,1,0,5,7,1,0,1,0,1,0,1,0,3,4,3,4,2,3,2,3,3,4,1,0,1,0,2,3,1,0,3,4,3,5,1,0,2,3,2,2,2,2,1,0,1,0,1,0,3,1,6,1,없음,없음,없음,2,0,5,5,3,3,3,4,4,4,4,3,4,4,4,4,3,1,4,4,3,3,4,3,3,2,2,2,2,4,3,2,3,20.0,1,1,1,1,2,2,2,2,3,4,3,3,2,없음,3,1,39,5,자동차,1,1,1,7500,415101
8982,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,5,3,4,4,4,1,0,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,5,3,4,4,5,4,5,4,5,4,5,3,4,3,3,2,2,1,0,1,0,3,4,3,4,3,4,3,5,4,5,3,4,3,4,2,3,1,0,1,0,1,0,13,1,3,1,보일러,없음,없음,1,2,4,5,4,3,2,4,4,1,2,2,3,3,3,3,3,2,4,3,3,3,4,5,1,4,1,3,4,2,3,2,5,60.0,2,2,2,2,2,2,2,2,3,3,4,3,3,없음,1,1,31,4,기계,1,1,1,2900,9999999
8983,4,5,4,4,4,5,1,0,1,0,4,3,4,5,5,6,4,5,4,5,4,4,4,4,4,5,4,6,5,5,1,0,1,0,1,0,3,3,2,3,2,3,1,0,1,0,4,4,4,5,4,4,4,4,4,5,5,5,4,3,5,5,1,0,4,4,4,5,5,5,4,5,5,5,4,6,4,5,4,3,1,0,17,2,2,2,없음,없음,없음,1,5,6,5,4,4,4,4,4,4,4,3,4,5,4,4,3,2,4,4,3,3,3,4,4,3,4,3,4,3,3,2,5,15.0,2,2,2,2,2,2,1,2,4,3,3,4,3,없음,3,2,38,4,심리,1,1,1,2900,306903
8984,3,3,3,4,3,3,3,3,2,4,3,3,4,4,4,4,4,4,3,3,2,2,3,3,4,4,4,3,3,3,3,2,2,2,3,2,3,3,1,0,2,2,3,2,3,2,3,3,3,3,3,3,4,3,4,4,2,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,19,1,2,2,없음,없음,없음,2,0,4,4,2,2,2,2,2,3,2,2,2,3,2,2,2,4,1,2,2,2,4,4,5,5,4,4,4,2,3,2,2,10.0,2,2,1,2,1,1,1,1,3,4,2,3,2,없음,3,2,40,2,고졸,1,3,2,1700,541201
8985,4,4,2,2,3,4,1,0,1,0,2,3,3,4,3,5,4,5,2,3,2,2,4,4,3,4,2,3,2,4,2,2,1,0,1,0,4,5,1,0,1,0,1,0,1,0,4,5,3,4,2,2,2,2,3,4,2,3,2,2,2,2,3,5,2,2,1,0,4,5,1,0,3,4,2,3,3,4,1,0,3,3,16,5,5,2,없음,없음,없음,2,0,5,6,3,3,4,2,4,3,3,3,3,3,3,2,3,2,3,4,2,3,3,3,2,3,4,3,3,1,3,2,2,20.0,2,2,2,2,1,2,2,2,5,4,4,5,3,강사,3,1,51,6,경제,1,3,2,4500,211201
8986,3,3,3,4,3,3,3,4,3,4,3,4,2,2,4,6,4,6,4,6,4,6,2,3,4,5,4,6,4,6,2,3,2,3,1,0,3,4,1,0,2,3,1,0,1,0,3,4,3,6,4,6,2,2,4,5,4,5,3,4,3,5,3,5,3,3,3,5,4,5,3,5,3,5,4,4,3,2,2,2,2,3,16,5,2,1,교육,없음,없음,1,2,5,5,3,2,2,4,4,4,4,3,4,4,4,2,2,3,4,4,2,2,3,2,3,3,2,3,3,1,3,2,4,50.0,2,2,2,2,2,2,2,2,4,4,4,4,2,없음,3,2,42,4,교육,1,1,1,5000,212101
8987,4,4,3,4,4,4,2,2,3,4,3,4,3,3,3,4,4,4,3,4,4,3,3,5,3,4,2,3,3,4,2,2,2,4,2,2,2,2,1,0,3,3,3,3,3,3,3,4,3,4,2,2,1,0,3,4,1,0,1,0,3,3,1,0,3,3,3,4,3,3,3,3,3,3,3,4,2,2,2,2,3,3,3,1,2,1,화학,없음,없음,2,0,4,5,4,4,3,4,4,2,3,3,4,4,3,4,4,2,3,3,2,3,3,3,2,2,3,2,3,2,3,2,2,30.0,2,2,2,2,1,2,2,2,4,4,3,3,2,없음,2,1,31,4,화학,1,1,1,2800,154103
8988,4,5,4,4,4,5,1,0,1,0,4,5,3,4,4,5,4,5,4,5,2,1,2,2,4,5,4,5,3,4,3,4,2,2,1,0,3,4,1,0,1,0,1,0,1,0,3,3,4,4,3,4,2,2,3,4,4,5,2,2,3,3,4,5,3,4,3,4,4,6,3,3,4,4,4,5,1,0,1,0,1,0,16,5,3,1,교육,없음,없음,2,0,3,5,4,4,4,4,4,4,5,4,4,5,4,2,2,2,4,4,3,3,4,4,3,4,3,3,3,2,3,2,2,20.0,2,2,2,2,2,2,2,2,4,4,4,4,4,강사,2,1,46,4,체육,1,1,1,4800,212101
8989,2,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,1,0,1,0,2,2,1,0,1,0,3,3,2,4,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,3,1,0,2,4,2,2,2,4,1,0,1,0,2,3,2,3,3,3,3,4,2,2,2,2,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,4,2,2,3,3,3,2,3,2,3,70.0,1,2,1,1,2,2,2,2,4,4,2,2,3,생산직,4,2,53,2,인문,1,1,1,2600,872201
8990,3,4,1,0,1,0,1,0,1,0,3,4,3,3,2,2,3,4,3,4,4,5,2,2,3,6,1,0,3,4,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,3,4,1,0,3,4,2,2,3,4,2,2,4,5,2,2,3,4,1,0,2,3,3,4,1,0,1,0,3,3,2,2,1,0,1,0,14,1,2,2,없음,없음,없음,2,0,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,6,20.0,2,1,2,2,2,2,2,2,4,3,4,4,3,프로그래머,3,1,46,3,컴퓨터,1,1,1,3600,22103
8991,3,4,4,5,4,5,4,6,4,6,4,6,4,5,4,6,4,6,4,5,4,5,4,6,3,4,3,4,4,5,3,4,3,4,4,6,3,4,4,5,4,5,4,6,4,5,3,4,3,4,3,4,3,4,3,4,4,5,3,4,2,2,2,2,3,4,3,4,4,5,3,4,4,6,4,6,3,4,1,0,1,0,16,5,2,1,기계,없음,없음,2,0,4,3,4,4,3,4,4,3,3,3,3,4,3,4,3,2,4,3,2,3,3,4,3,4,3,2,4,2,4,1,6,20.0,2,1,1,2,1,2,2,2,4,4,4,4,3,없음,2,1,43,4,기계,1,1,1,4000,214301
8992,3,4,3,4,3,4,4,5,3,4,3,4,3,4,4,6,4,5,3,4,4,5,4,5,4,5,3,3,3,4,3,4,3,4,4,6,3,4,2,2,3,4,3,4,4,6,4,6,4,4,4,5,4,5,2,2,2,2,3,4,3,3,3,4,3,3,3,4,3,4,4,5,4,5,4,5,4,6,1,0,1,0,16,5,2,1,기계,없음,없음,2,0,5,4,3,2,3,2,3,3,3,3,3,4,3,4,3,3,3,3,3,2,4,3,3,3,3,3,4,2,3,2,4,20.0,1,1,1,2,1,1,2,2,3,3,3,4,2,제조업,3,1,40,4,기계,1,1,1,3000,214301
8993,5,5,4,5,3,5,1,0,1,0,4,6,4,4,2,3,4,5,4,5,4,4,1,0,4,4,4,5,5,5,1,0,1,0,1,0,4,4,1,0,1,0,1,0,1,0,4,5,4,5,5,6,5,5,5,6,4,4,5,5,4,5,5,6,5,5,4,6,1,0,5,5,4,5,4,5,3,4,4,4,4,4,15,2,5,2,없음,없음,없음,2,0,6,4,5,4,4,5,5,4,4,4,3,4,4,4,4,4,5,4,4,4,5,1,4,3,1,3,4,3,2,3,1,2.0,2,2,2,2,2,2,2,2,4,4,4,4,2,없음,3,1,71,4,교육,1,1,1,8800,11102
8994,2,3,3,4,2,3,2,3,2,4,2,4,2,4,2,4,2,4,2,3,1,0,2,3,2,4,1,0,2,4,4,5,4,5,4,6,2,4,2,3,2,4,2,4,2,3,2,4,2,4,2,4,1,0,2,3,1,0,2,3,2,3,1,0,2,3,1,0,2,4,1,0,1,0,2,4,1,0,2,3,1,0,11,1,2,2,없음,없음,없음,2,0,2,2,2,3,3,2,3,3,3,3,4,4,4,2,3,2,3,3,3,2,2,3,2,3,4,3,3,3,2,3,1,10.0,2,2,2,1,2,2,2,2,3,3,3,3,2,없음,3,1,43,2,기계,1,1,1,3700,873201
8995,2,2,2,2,3,4,3,4,4,5,2,3,3,4,1,0,1,0,3,4,2,2,3,4,3,4,3,4,4,4,3,4,3,4,3,4,1,0,2,3,3,4,3,4,1,0,1,0,1,0,3,4,2,2,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,2,3,1,0,2,3,2,3,3,1,2,2,없음,없음,없음,2,0,7,1,1,1,1,4,4,2,3,4,4,4,4,1,1,2,3,3,3,3,4,4,3,3,3,3,5,3,1,3,1,0.0,2,2,2,2,2,2,1,2,3,3,3,2,1,없음,1,1,63,2,건축,1,1,1,4100,702701
8996,3,2,3,4,3,4,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,1,3,2,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,3,3,1,0,2,3,2,3,1,0,2,2,1,0,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,13,1,2,1,없음,없음,없음,2,0,7,4,3,2,3,4,3,3,3,3,4,4,3,3,3,3,2,2,3,2,3,2,4,4,3,3,4,3,2,3,6,10.0,2,2,2,2,2,1,2,2,4,4,3,3,2,없음,2,1,30,4,없음,1,1,1,2400,541101
8997,3,4,4,4,3,4,3,4,3,4,2,3,3,4,3,3,4,5,4,4,5,5,4,4,4,4,3,3,3,3,4,4,2,3,2,3,3,5,3,3,3,3,3,4,3,3,4,5,3,3,3,3,3,3,4,4,4,4,3,4,3,4,2,2,2,2,3,3,4,5,4,4,4,4,3,4,1,0,1,0,2,2,16,1,1,2,없음,없음,없음,2,0,6,3,4,4,3,4,4,4,3,4,4,4,4,3,3,2,4,5,4,5,4,3,4,3,2,2,4,2,1,3,1,20.0,2,1,2,2,2,2,2,2,2,3,4,4,2,회사원,4,2,54,3,교육,1,2,2,2000,884101
8998,3,5,2,2,3,4,1,0,3,5,1,0,3,4,3,4,3,3,4,5,3,4,2,3,2,2,3,4,4,5,4,6,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,3,4,3,4,4,5,3,4,4,6,3,4,4,5,4,6,1,0,2,2,1,0,1,0,1,0,3,4,3,3,1,0,2,2,18,4,1,1,통역,없음,없음,2,0,7,5,4,4,4,4,3,2,3,3,4,4,3,4,4,3,3,3,4,2,3,3,4,4,2,3,3,4,1,3,1,0.0,2,2,2,2,2,2,2,2,5,5,4,4,2,회사원,4,1,47,4,없음,2,6,0,4500,521304
8999,2,2,2,2,2,2,2,3,2,3,3,4,2,2,1,0,1,0,2,3,1,0,1,0,1,0,2,2,2,2,2,2,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,2,3,5,3,4,4,4,1,0,3,3,4,5,2,3,3,4,3,4,1,0,3,4,1,0,1,0,1,0,1,0,8,1,2,2,없음,없음,없음,2,0,1,2,4,3,3,3,3,3,4,3,3,4,4,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,4,5.0,2,2,2,2,2,2,2,2,3,3,3,2,1,없음,2,1,55,2,없음,1,1,1,3500,522201
9000,3,3,4,2,3,4,3,3,4,4,4,3,3,2,2,2,2,2,3,3,3,2,2,2,1,0,1,0,3,3,4,6,4,6,4,6,1,0,4,4,4,4,3,3,2,4,1,0,1,0,3,3,1,0,3,5,3,3,3,3,2,2,2,2,3,2,4,5,3,4,4,4,3,3,1,0,3,3,1,0,3,2,3,1,2,2,없음,없음,없음,2,0,6,2,3,2,2,4,4,3,3,3,3,4,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,2,4,30.0,1,2,1,2,1,2,2,2,4,4,4,3,3,없음,2,1,39,2,기계,1,1,1,3500,703201
9001,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,10,2,6,2,없음,없음,없음,2,0,4,5,5,5,4,4,4,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,30.0,1,1,1,1,1,2,2,2,2,3,3,2,3,없음,3,1,43,4,없음,1,1,1,5000,416301
9002,5,5,4,5,4,5,1,0,3,5,5,6,4,6,4,6,3,5,4,5,2,1,1,0,4,5,3,4,4,4,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,2,2,2,2,2,3,2,2,2,2,1,0,1,0,2,2,3,4,2,3,2,2,2,2,2,3,1,0,1,0,2,2,1,0,1,0,11,1,6,2,없음,없음,없음,1,3,6,5,4,3,3,2,3,2,3,4,3,4,4,3,2,4,4,3,4,3,4,3,2,2,4,3,4,2,3,2,4,40.0,2,1,2,1,1,1,1,1,4,4,4,4,2,없음,3,2,27,4,경제,1,1,1,5000,31403
9003,3,4,3,4,2,2,2,3,1,0,1,0,2,3,2,2,2,2,2,2,2,1,1,0,1,0,1,0,2,2,4,5,1,0,2,2,2,2,2,3,1,0,2,2,2,3,2,2,1,0,3,4,2,2,3,3,1,0,2,2,1,0,1,0,3,3,3,4,4,5,3,4,4,4,3,3,3,3,2,2,1,0,14,1,2,1,없음,없음,없음,2,0,3,4,3,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,2,4,4,3,2,2,2,3,3,3,4,2,30.0,2,2,2,2,1,2,2,2,4,4,3,2,3,없음,2,1,30,2,없음,1,1,1,3000,541301
9004,4,4,3,3,2,3,3,3,3,4,3,3,3,3,3,4,4,4,4,5,4,5,3,4,3,4,3,3,4,5,3,3,3,4,3,3,3,4,4,3,3,3,4,5,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,4,5,18,4,1,2,없음,없음,없음,2,0,7,2,3,2,2,4,3,4,2,2,4,4,2,2,2,3,3,4,2,4,2,4,3,4,3,4,4,2,2,2,2,45.0,2,2,2,2,1,1,2,2,3,4,3,3,2,없음,4,1,64,2,상업,2,6,0,2000,881201
9005,4,5,3,4,4,5,3,4,3,4,4,5,3,4,4,5,3,4,3,4,4,5,3,4,3,4,3,4,4,5,3,4,3,4,2,3,3,4,4,5,3,4,3,4,3,4,4,5,4,5,2,2,2,2,3,4,1,0,2,4,3,4,1,0,4,5,4,5,3,4,3,4,3,4,4,5,4,5,2,3,3,4,3,1,3,1,없음,컴퓨터,없음,2,0,4,3,3,4,4,3,4,3,3,2,2,3,3,2,3,2,4,4,3,3,4,4,3,3,3,2,4,2,3,4,2,35.0,1,1,1,1,1,1,1,1,4,3,3,3,2,없음,2,1,58,2,기계,1,1,1,3200,813201
9006,4,4,5,5,4,5,3,2,2,1,2,1,2,1,4,3,2,2,1,0,3,4,3,4,2,1,2,1,1,0,3,3,3,3,1,0,1,0,2,1,1,0,2,1,2,1,2,2,2,1,2,1,1,0,2,1,2,1,2,1,1,0,1,0,1,0,1,0,2,2,1,0,2,1,2,1,1,0,1,0,3,3,18,1,1,2,없음,없음,없음,2,0,7,5,4,4,4,5,5,5,2,4,4,4,4,4,4,1,5,5,4,4,2,2,2,2,2,2,2,3,1,3,1,0.0,2,1,2,2,2,2,2,2,3,3,3,3,1,없음,3,1,38,4,없음,1,3,2,2500,414201
9007,2,3,2,3,3,4,3,4,3,4,3,4,2,3,2,3,3,4,3,3,2,2,3,4,3,4,3,3,2,3,3,4,3,4,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,3,3,5,4,5,4,5,3,3,2,3,2,2,2,3,3,4,15,2,4,1,구조,구조,없음,1,2,6,2,3,3,3,4,3,2,3,3,3,3,3,4,3,2,4,4,3,2,4,4,4,4,1,4,4,4,2,3,1,0.0,2,2,2,2,2,2,2,2,4,3,3,3,2,없음,1,1,52,2,인문,1,1,1,6300,13305
9008,3,3,3,3,3,2,3,3,3,3,3,2,1,0,2,2,3,4,2,2,1,0,2,2,2,2,3,4,3,3,2,2,1,0,1,0,4,6,1,0,1,0,2,2,3,4,3,5,3,5,3,4,2,3,4,5,4,5,2,2,3,4,3,4,3,2,3,3,2,2,2,2,3,5,3,5,3,3,2,2,2,2,14,1,3,1,회계,컴퓨터,없음,1,2,5,4,3,3,3,4,4,4,2,2,3,5,3,3,4,3,3,3,2,4,3,4,2,3,4,2,3,3,1,3,1,0.0,1,1,1,1,2,2,1,2,3,3,4,4,3,없음,4,2,41,4,경영,1,1,1,1600,29501
9009,3,4,3,5,3,4,1,0,1,0,4,6,2,2,3,4,3,4,3,4,1,0,2,3,3,4,3,4,3,4,2,1,1,0,1,0,2,1,1,0,1,0,1,0,1,0,3,4,3,4,2,1,3,4,4,6,3,5,3,3,3,4,4,5,2,3,1,0,3,5,2,1,4,5,3,5,2,2,3,4,1,0,19,1,2,2,없음,없음,없음,1,4,1,3,3,3,3,4,4,3,3,3,3,3,3,3,4,2,3,3,4,3,3,2,4,3,2,2,2,4,1,3,1,0.0,2,2,2,2,2,2,2,2,3,4,4,4,4,회사원,4,2,39,4,없음,1,1,1,3800,22202
9010,4,3,4,4,3,4,3,3,3,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,5,4,4,4,4,3,4,3,5,3,3,3,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,1,3,2,15,2,6,2,없음,없음,없음,1,2,7,5,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,2,4,1,4,3,5,3,4,5,20.0,2,2,2,2,2,2,2,2,4,4,4,4,3,없음,4,1,32,4,환경,1,1,1,3600,155401
9011,3,4,3,5,3,5,4,5,3,3,4,5,3,3,2,2,3,5,3,5,3,5,4,5,4,5,3,4,4,6,4,5,3,3,3,4,4,4,3,3,3,5,4,4,2,1,3,5,3,4,4,5,2,1,3,4,4,5,1,0,3,5,1,0,2,1,4,5,1,0,1,0,2,1,1,0,2,3,1,0,1,0,3,1,4,2,없음,없음,없음,2,0,2,4,3,3,3,3,4,2,3,2,1,3,2,2,2,3,2,2,3,2,4,3,2,3,4,4,3,2,3,2,2,30.0,1,1,2,2,2,1,1,1,3,3,3,3,3,학생,2,1,26,3,산업,1,2,1,3000,817301
9012,1,0,1,0,2,2,3,3,3,3,1,0,1,0,1,0,1,0,1,0,3,3,2,3,1,0,1,0,2,3,5,6,5,6,5,6,1,0,1,0,5,6,5,6,4,5,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,2,2,3,3,1,0,2,3,4,3,1,0,1,0,1,0,1,0,4,1,2,2,없음,없음,없음,2,0,2,1,3,1,1,4,4,1,2,3,3,3,3,2,2,2,4,3,2,4,3,4,2,3,2,4,4,3,2,3,1,0.0,2,2,1,2,2,2,2,2,4,3,4,4,1,영업직,3,1,49,2,전기,1,1,1,3200,703101
9013,3,4,3,3,3,3,1,0,1,0,4,6,4,5,2,1,3,3,4,4,1,0,4,5,2,1,3,4,3,3,3,3,3,3,1,0,3,3,1,0,1,0,3,3,1,0,4,4,4,4,3,4,3,3,3,3,4,6,4,5,3,3,3,4,4,4,2,3,3,3,2,4,2,2,2,3,2,2,3,4,3,4,17,4,2,1,의학,없음,없음,2,0,6,6,4,4,4,4,4,3,4,4,4,4,4,3,3,1,4,4,4,4,3,3,5,3,3,3,3,3,2,3,1,0.0,2,2,1,2,2,2,2,2,4,4,3,2,2,없음,3,1,51,5,없음,2,6,0,12000,301105
9014,3,4,3,4,3,3,2,2,2,2,3,4,3,3,3,3,3,3,2,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,3,4,2,3,2,2,3,3,2,1,2,1,2,1,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,4,1,1,잠수,스킨스쿠버,없음,2,0,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,2,3,3,3,3,4,2,3,6,0.0,2,2,2,2,2,2,2,2,3,3,3,3,2,없음,3,1,42,3,없음,2,6,0,5000,705902
9015,4,5,3,4,3,4,2,2,2,3,3,3,3,3,3,3,3,3,4,6,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,6,3,5,4,4,4,5,4,4,2,5,4,5,3,4,4,5,4,5,5,7,4,5,4,5,4,5,4,4,4,5,3,4,4,5,4,5,4,5,4,4,3,4,3,4,17,1,3,1,의학,의학,없음,1,6,6,5,5,5,5,5,4,5,4,5,4,4,4,4,4,3,3,3,4,3,3,3,2,3,3,2,2,2,4,3,2,50.0,1,1,2,2,2,2,2,2,4,5,4,5,4,없음,4,1,42,6,의학,1,1,1,16500,301105
